Sale_ID,Customer_ID,Promotion_ID,Total,Payment,Date_ID,Product_line_ID,Quantity,Unit_Price
594-34-4444,CUST096,0,102.018,Ewallet,569,1,1,97.16
594-34-4444,CUST096,0,102.018,Ewallet,835,1,1,97.16
594-34-4444,CUST096,0,102.018,Ewallet,564,1,1,97.16
163-56-7055,CUST101,0,51.1455,Cash,709,1,1,48.71
163-56-7055,CUST101,0,51.1455,Cash,898,1,1,48.71
163-56-7055,CUST101,0,51.1455,Cash,147,1,1,48.71
163-56-7055,CUST101,0,51.1455,Cash,982,1,1,48.71
659-65-8956,CUST118,1,53.928,Ewallet,330,1,1,51.36
659-65-8956,CUST118,1,53.928,Ewallet,544,1,1,51.36
659-65-8956,CUST118,1,53.928,Ewallet,105,1,1,51.36
659-65-8956,CUST118,1,53.928,Ewallet,69,1,1,51.36
659-65-8956,CUST118,1,53.928,Ewallet,149,1,1,51.36
488-25-4221,CUST144,0,31.9305,Credit card,628,1,1,30.41
488-25-4221,CUST144,0,31.9305,Credit card,407,1,1,30.41
488-25-4221,CUST144,0,31.9305,Credit card,614,1,1,30.41
279-74-2924,CUST157,3,75.7785,Cash,858,1,1,72.17
275-28-0149,CUST162,0,66.8745,Cash,436,1,1,63.69
275-28-0149,CUST162,0,66.8745,Cash,769,1,1,63.69
275-28-0149,CUST162,0,66.8745,Cash,279,1,1,63.69
400-60-7251,CUST189,3,77.7735,Ewallet,540,2,1,74.07
400-60-7251,CUST189,3,77.7735,Ewallet,100,2,1,74.07
400-60-7251,CUST189,3,77.7735,Ewallet,606,2,1,74.07
400-60-7251,CUST189,3,77.7735,Ewallet,299,2,1,74.07
400-60-7251,CUST189,3,77.7735,Ewallet,447,2,1,74.07
556-86-3144,CUST196,3,78.0045,Cash,588,2,1,74.29
556-86-3144,CUST196,3,78.0045,Cash,601,2,1,74.29
856-22-8149,CUST198,3,26.5545,Ewallet,127,2,1,25.29
856-22-8149,CUST198,3,26.5545,Ewallet,5,2,1,25.29
856-22-8149,CUST198,3,26.5545,Ewallet,409,2,1,25.29
856-22-8149,CUST198,3,26.5545,Ewallet,593,2,1,25.29
802-43-8934,CUST216,0,19.194,Credit card,240,2,1,18.28
802-43-8934,CUST216,0,19.194,Credit card,352,2,1,18.28
802-43-8934,CUST216,0,19.194,Credit card,845,2,1,18.28
802-43-8934,CUST216,0,19.194,Credit card,414,2,1,18.28
802-43-8934,CUST216,0,19.194,Credit card,450,2,1,18.28
279-62-1445,CUST224,2,13.167,Cash,343,2,1,12.54
279-62-1445,CUST224,2,13.167,Cash,342,2,1,12.54
279-62-1445,CUST224,2,13.167,Cash,976,2,1,12.54
279-62-1445,CUST224,2,13.167,Cash,765,2,1,12.54
478-06-7835,CUST240,0,94.1745,Ewallet,74,2,1,89.69
478-06-7835,CUST240,0,94.1745,Ewallet,653,2,1,89.69
478-06-7835,CUST240,0,94.1745,Ewallet,322,2,1,89.69
478-06-7835,CUST240,0,94.1745,Ewallet,1000,2,1,89.69
366-93-0948,CUST257,0,69.6675,Credit card,653,2,1,66.35
366-93-0948,CUST257,0,69.6675,Credit card,1000,2,1,66.35
366-93-0948,CUST257,0,69.6675,Credit card,322,2,1,66.35
366-93-0948,CUST257,0,69.6675,Credit card,74,2,1,66.35
154-74-7179,CUST265,5,57.1725,Ewallet,361,2,1,54.45
154-74-7179,CUST265,5,57.1725,Ewallet,642,2,1,54.45
154-74-7179,CUST265,5,57.1725,Ewallet,534,2,1,54.45
523-38-0215,CUST282,0,38.85,Credit card,448,2,1,37.0
523-38-0215,CUST282,0,38.85,Credit card,30,2,1,37.0
523-38-0215,CUST282,0,38.85,Credit card,251,2,1,37.0
523-38-0215,CUST282,0,38.85,Credit card,631,2,1,37.0
490-29-1201,CUST283,0,16.107,Cash,433,2,1,15.34
490-29-1201,CUST283,0,16.107,Cash,758,2,1,15.34
490-29-1201,CUST283,0,16.107,Cash,777,2,1,15.34
593-95-4461,CUST287,5,78.603,Cash,915,2,1,74.86
593-95-4461,CUST287,5,78.603,Cash,238,2,1,74.86
593-95-4461,CUST287,5,78.603,Cash,644,2,1,74.86
593-95-4461,CUST287,5,78.603,Cash,962,2,1,74.86
593-95-4461,CUST287,5,78.603,Cash,424,2,1,74.86
593-95-4461,CUST287,5,78.603,Cash,50,2,1,74.86
278-97-7759,CUST293,0,65.604,Cash,578,2,1,62.48
278-97-7759,CUST293,0,65.604,Cash,55,2,1,62.48
278-97-7759,CUST293,0,65.604,Cash,922,2,1,62.48
779-06-0012,CUST300,0,93.0405,Cash,815,2,1,88.61
779-06-0012,CUST300,0,93.0405,Cash,84,2,1,88.61
573-10-3877,CUST302,0,40.9605,Credit card,173,2,1,39.01
573-10-3877,CUST302,0,40.9605,Credit card,239,2,1,39.01
573-10-3877,CUST302,0,40.9605,Credit card,10,2,1,39.01
573-10-3877,CUST302,0,40.9605,Credit card,111,2,1,39.01
573-10-3877,CUST302,0,40.9605,Credit card,632,2,1,39.01
573-10-3877,CUST302,0,40.9605,Credit card,440,2,1,39.01
735-06-4124,CUST303,5,51.0405,Cash,662,2,1,48.61
735-06-4124,CUST303,5,51.0405,Cash,218,2,1,48.61
622-20-1945,CUST322,0,41.391,Cash,64,2,1,39.42
622-20-1945,CUST322,0,41.391,Cash,60,2,1,39.42
622-20-1945,CUST322,0,41.391,Cash,603,2,1,39.42
441-94-7118,CUST347,1,75.5475,Cash,381,2,1,71.95
441-94-7118,CUST347,1,75.5475,Cash,177,2,1,71.95
441-94-7118,CUST347,1,75.5475,Cash,209,2,1,71.95
441-94-7118,CUST347,1,75.5475,Cash,276,2,1,71.95
320-49-6392,CUST355,0,31.752,Cash,98,3,1,30.24
320-49-6392,CUST355,0,31.752,Cash,883,3,1,30.24
320-49-6392,CUST355,0,31.752,Cash,561,3,1,30.24
320-49-6392,CUST355,0,31.752,Cash,622,3,1,30.24
578-80-7669,CUST360,0,78.7185,Cash,246,3,1,74.97
578-80-7669,CUST360,0,78.7185,Cash,602,3,1,74.97
578-80-7669,CUST360,0,78.7185,Cash,902,3,1,74.97
578-80-7669,CUST360,0,78.7185,Cash,794,3,1,74.97
525-88-7307,CUST386,0,79.611,Cash,495,3,1,75.82
525-88-7307,CUST386,0,79.611,Cash,757,3,1,75.82
525-88-7307,CUST386,0,79.611,Cash,641,3,1,75.82
563-36-9814,CUST393,5,80.661,Ewallet,263,3,1,76.82
885-17-6250,CUST395,2,83.727,Ewallet,430,3,1,79.74
885-17-6250,CUST395,2,83.727,Ewallet,626,3,1,79.74
885-17-6250,CUST395,2,83.727,Ewallet,834,3,1,79.74
885-17-6250,CUST395,2,83.727,Ewallet,459,3,1,79.74
236-86-3015,CUST403,0,14.679,Ewallet,321,3,1,13.98
236-86-3015,CUST403,0,14.679,Ewallet,38,3,1,13.98
268-03-6164,CUST416,0,100.9155,Ewallet,371,3,1,96.11
268-03-6164,CUST416,0,100.9155,Ewallet,223,3,1,96.11
268-03-6164,CUST416,0,100.9155,Ewallet,94,3,1,96.11
186-09-3669,CUST418,3,85.5855,Ewallet,936,3,1,81.51
186-09-3669,CUST418,3,85.5855,Ewallet,408,3,1,81.51
186-09-3669,CUST418,3,85.5855,Ewallet,12,3,1,81.51
186-09-3669,CUST418,3,85.5855,Ewallet,768,3,1,81.51
186-09-3669,CUST418,3,85.5855,Ewallet,175,3,1,81.51
186-09-3669,CUST418,3,85.5855,Ewallet,986,3,1,81.51
489-64-4354,CUST425,0,17.094,Cash,596,3,1,16.28
489-64-4354,CUST425,0,17.094,Cash,947,3,1,16.28
489-64-4354,CUST425,0,17.094,Cash,529,3,1,16.28
489-64-4354,CUST425,0,17.094,Cash,760,3,1,16.28
489-64-4354,CUST425,0,17.094,Cash,881,3,1,16.28
837-55-7229,CUST435,0,49.812,Credit card,854,3,1,47.44
837-55-7229,CUST435,0,49.812,Credit card,548,3,1,47.44
837-55-7229,CUST435,0,49.812,Credit card,257,3,1,47.44
837-55-7229,CUST435,0,49.812,Credit card,212,3,1,47.44
837-55-7229,CUST435,0,49.812,Credit card,170,3,1,47.44
192-98-7397,CUST444,2,13.419,Ewallet,705,3,1,12.78
390-80-5128,CUST446,0,20.1075,Credit card,380,3,1,19.15
390-80-5128,CUST446,0,20.1075,Credit card,102,3,1,19.15
390-80-5128,CUST446,0,20.1075,Credit card,171,3,1,19.15
390-80-5128,CUST446,0,20.1075,Credit card,892,3,1,19.15
296-11-7041,CUST449,1,28.4235,Credit card,446,3,1,27.07
296-11-7041,CUST449,1,28.4235,Credit card,739,3,1,27.07
296-11-7041,CUST449,1,28.4235,Credit card,654,3,1,27.07
296-11-7041,CUST449,1,28.4235,Credit card,556,3,1,27.07
296-11-7041,CUST449,1,28.4235,Credit card,383,3,1,27.07
449-27-2918,CUST450,0,41.076,Credit card,649,3,1,39.12
449-27-2918,CUST450,0,41.076,Credit card,23,3,1,39.12
449-27-2918,CUST450,0,41.076,Credit card,942,3,1,39.12
568-88-3448,CUST454,0,26.25,Ewallet,399,3,1,25.0
568-88-3448,CUST454,0,26.25,Ewallet,221,3,1,25.0
568-88-3448,CUST454,0,26.25,Ewallet,746,3,1,25.0
568-88-3448,CUST454,0,26.25,Ewallet,809,3,1,25.0
729-46-7422,CUST460,0,37.6845,Credit card,365,3,1,35.89
729-46-7422,CUST460,0,37.6845,Credit card,519,3,1,35.89
729-46-7422,CUST460,0,37.6845,Credit card,467,3,1,35.89
320-32-8842,CUST464,0,23.751,Cash,874,3,1,22.62
320-32-8842,CUST464,0,23.751,Cash,943,3,1,22.62
320-32-8842,CUST464,0,23.751,Cash,857,3,1,22.62
746-19-0921,CUST469,0,22.659,Ewallet,451,3,1,21.58
746-19-0921,CUST469,0,22.659,Ewallet,853,3,1,21.58
746-19-0921,CUST469,0,22.659,Ewallet,217,3,1,21.58
746-19-0921,CUST469,0,22.659,Ewallet,43,3,1,21.58
233-34-0817,CUST470,3,103.782,Cash,708,3,1,98.84
233-34-0817,CUST470,3,103.782,Cash,333,3,1,98.84
233-34-0817,CUST470,3,103.782,Cash,11,3,1,98.84
233-34-0817,CUST470,3,103.782,Cash,745,3,1,98.84
575-67-1508,CUST480,0,40.53,Ewallet,25,3,1,38.6
575-67-1508,CUST480,0,40.53,Ewallet,740,3,1,38.6
575-67-1508,CUST480,0,40.53,Ewallet,998,3,1,38.6
556-72-8512,CUST489,0,24.108,Cash,76,3,1,22.96
556-72-8512,CUST489,0,24.108,Cash,563,3,1,22.96
556-72-8512,CUST489,0,24.108,Cash,52,3,1,22.96
401-18-8016,CUST499,1,103.0365,Cash,654,3,1,98.13
401-18-8016,CUST499,1,103.0365,Cash,556,3,1,98.13
401-18-8016,CUST499,1,103.0365,Cash,739,3,1,98.13
401-18-8016,CUST499,1,103.0365,Cash,383,3,1,98.13
401-18-8016,CUST499,1,103.0365,Cash,446,3,1,98.13
277-63-2961,CUST501,1,77.6685,Credit card,387,3,1,73.97
277-63-2961,CUST501,1,77.6685,Credit card,821,3,1,73.97
573-98-8548,CUST502,0,33.495,Ewallet,501,3,1,31.9
573-98-8548,CUST502,0,33.495,Ewallet,327,3,1,31.9
511-54-3087,CUST505,0,92.8725,Credit card,938,3,1,88.45
511-54-3087,CUST505,0,92.8725,Credit card,882,3,1,88.45
511-54-3087,CUST505,0,92.8725,Credit card,293,3,1,88.45
511-54-3087,CUST505,0,92.8725,Credit card,31,3,1,88.45
413-20-6708,CUST516,0,54.0435,Ewallet,638,3,1,51.47
413-20-6708,CUST516,0,54.0435,Ewallet,7,3,1,51.47
413-20-6708,CUST516,0,54.0435,Ewallet,421,3,1,51.47
339-12-4827,CUST537,0,77.658,Credit card,169,4,1,73.96
643-38-7867,CUST538,0,102.837,Ewallet,729,4,1,97.94
643-38-7867,CUST538,0,102.837,Ewallet,121,4,1,97.94
643-38-7867,CUST538,0,102.837,Ewallet,184,4,1,97.94
343-87-0864,CUST542,0,79.674,Credit card,20,4,1,75.88
841-18-8232,CUST545,0,74.76,Credit card,629,4,1,71.2
841-18-8232,CUST545,0,74.76,Credit card,295,4,1,71.2
560-49-6611,CUST593,0,47.859,Cash,660,4,1,45.58
560-49-6611,CUST593,0,47.859,Cash,651,4,1,45.58
219-61-4139,CUST601,0,87.234,Ewallet,36,4,1,83.08
219-61-4139,CUST601,0,87.234,Ewallet,180,4,1,83.08
881-41-7302,CUST602,0,68.2395,Credit card,284,4,1,64.99
881-41-7302,CUST602,0,68.2395,Credit card,793,4,1,64.99
318-12-0304,CUST609,3,32.1405,Ewallet,296,4,1,30.61
318-12-0304,CUST609,3,32.1405,Ewallet,422,4,1,30.61
318-12-0304,CUST609,3,32.1405,Ewallet,682,4,1,30.61
318-12-0304,CUST609,3,32.1405,Ewallet,225,4,1,30.61
318-12-0304,CUST609,3,32.1405,Ewallet,362,4,1,30.61
421-95-9805,CUST611,0,30.408,Credit card,913,4,1,28.96
421-95-9805,CUST611,0,30.408,Credit card,346,4,1,28.96
421-95-9805,CUST611,0,30.408,Credit card,959,4,1,28.96
421-95-9805,CUST611,0,30.408,Credit card,520,4,1,28.96
421-95-9805,CUST611,0,30.408,Credit card,116,4,1,28.96
284-54-4231,CUST614,0,84.9765,Credit card,530,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,192,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,301,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,900,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,742,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,681,4,1,80.93
284-54-4231,CUST614,0,84.9765,Credit card,522,4,1,80.93
436-54-4512,CUST622,0,96.1905,Cash,679,4,1,91.61
436-54-4512,CUST622,0,96.1905,Cash,788,4,1,91.61
436-54-4512,CUST622,0,96.1905,Cash,582,4,1,91.61
436-54-4512,CUST622,0,96.1905,Cash,119,4,1,91.61
598-06-7312,CUST625,2,95.9175,Cash,393,4,1,91.35
308-39-1707,CUST630,0,12.6945,Credit card,249,4,1,12.09
308-39-1707,CUST630,0,12.6945,Credit card,680,4,1,12.09
308-39-1707,CUST630,0,12.6945,Credit card,608,4,1,12.09
308-39-1707,CUST630,0,12.6945,Credit card,144,4,1,12.09
318-81-2368,CUST638,0,48.51,Cash,820,4,1,46.2
318-81-2368,CUST638,0,48.51,Cash,597,4,1,46.2
318-81-2368,CUST638,0,48.51,Cash,783,4,1,46.2
318-81-2368,CUST638,0,48.51,Cash,731,4,1,46.2
574-31-8277,CUST648,0,35.3115,Cash,297,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,2,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,311,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,673,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,954,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,97,4,1,33.63
574-31-8277,CUST648,0,35.3115,Cash,884,4,1,33.63
250-81-7186,CUST657,1,104.6745,Credit card,594,4,1,99.69
250-81-7186,CUST657,1,104.6745,Credit card,750,4,1,99.69
491-38-3499,CUST660,0,58.2225,Credit card,163,4,1,55.45
491-38-3499,CUST660,0,58.2225,Credit card,337,4,1,55.45
491-38-3499,CUST660,0,58.2225,Credit card,828,4,1,55.45
491-38-3499,CUST660,0,58.2225,Credit card,977,4,1,55.45
528-87-5606,CUST681,0,41.454,Cash,537,5,1,39.48
528-87-5606,CUST681,0,41.454,Cash,583,5,1,39.48
528-87-5606,CUST681,0,41.454,Cash,566,5,1,39.48
528-87-5606,CUST681,0,41.454,Cash,584,5,1,39.48
528-87-5606,CUST681,0,41.454,Cash,963,5,1,39.48
320-85-2052,CUST682,0,36.5505,Credit card,944,5,1,34.81
162-65-8559,CUST708,0,72.429,Cash,746,5,1,68.98
162-65-8559,CUST708,0,72.429,Cash,809,5,1,68.98
162-65-8559,CUST708,0,72.429,Cash,399,5,1,68.98
162-65-8559,CUST708,0,72.429,Cash,221,5,1,68.98
756-49-0168,CUST733,0,20.685,Ewallet,318,5,1,19.7
756-49-0168,CUST733,0,20.685,Ewallet,895,5,1,19.7
238-45-6950,CUST735,2,56.406,Ewallet,683,5,1,53.72
238-45-6950,CUST735,2,56.406,Ewallet,665,5,1,53.72
238-45-6950,CUST735,2,56.406,Ewallet,781,5,1,53.72
238-45-6950,CUST735,2,56.406,Ewallet,579,5,1,53.72
238-45-6950,CUST735,2,56.406,Ewallet,384,5,1,53.72
451-73-2711,CUST742,0,89.0715,Ewallet,758,5,1,84.83
451-73-2711,CUST742,0,89.0715,Ewallet,777,5,1,84.83
451-73-2711,CUST742,0,89.0715,Ewallet,433,5,1,84.83
390-17-5806,CUST746,0,40.341,Cash,133,5,1,38.42
390-17-5806,CUST746,0,40.341,Cash,472,5,1,38.42
390-17-5806,CUST746,0,40.341,Cash,988,5,1,38.42
390-17-5806,CUST746,0,40.341,Cash,150,5,1,38.42
471-06-8611,CUST774,0,55.041,Credit card,792,5,1,52.42
471-06-8611,CUST774,0,55.041,Credit card,713,5,1,52.42
875-31-8302,CUST778,0,98.049,Cash,251,5,1,93.38
875-31-8302,CUST778,0,98.049,Cash,30,5,1,93.38
875-31-8302,CUST778,0,98.049,Cash,448,5,1,93.38
875-31-8302,CUST778,0,98.049,Cash,631,5,1,93.38
307-04-2070,CUST783,0,32.151,Credit card,463,5,1,30.62
307-04-2070,CUST783,0,32.151,Credit card,497,5,1,30.62
307-04-2070,CUST783,0,32.151,Credit card,475,5,1,30.62
651-96-5970,CUST791,0,48.7305,Credit card,503,5,1,46.41
651-96-5970,CUST791,0,48.7305,Credit card,126,5,1,46.41
443-60-9639,CUST797,2,63.9135,Cash,210,5,1,60.87
443-60-9639,CUST797,2,63.9135,Cash,89,5,1,60.87
443-60-9639,CUST797,2,63.9135,Cash,151,5,1,60.87
359-94-5395,CUST799,0,97.419,Credit card,878,5,1,92.78
359-94-5395,CUST799,0,97.419,Credit card,366,5,1,92.78
359-94-5395,CUST799,0,97.419,Credit card,839,5,1,92.78
359-94-5395,CUST799,0,97.419,Credit card,946,5,1,92.78
359-94-5395,CUST799,0,97.419,Credit card,323,5,1,92.78
559-61-5987,CUST809,0,18.6375,Cash,9,5,1,17.75
559-61-5987,CUST809,0,18.6375,Cash,220,5,1,17.75
559-61-5987,CUST809,0,18.6375,Cash,625,5,1,17.75
559-61-5987,CUST809,0,18.6375,Cash,840,5,1,17.75
559-61-5987,CUST809,0,18.6375,Cash,389,5,1,17.75
674-56-6360,CUST814,1,99.9075,Cash,753,5,1,95.15
674-56-6360,CUST814,1,99.9075,Cash,360,5,1,95.15
674-56-6360,CUST814,1,99.9075,Cash,867,5,1,95.15
674-56-6360,CUST814,1,99.9075,Cash,974,5,1,95.15
784-21-9238,CUST823,0,10.6785,Cash,192,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,530,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,522,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,681,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,301,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,742,5,1,10.17
784-21-9238,CUST823,0,10.6785,Cash,900,5,1,10.17
528-14-9470,CUST834,3,95.865,Ewallet,452,4,1,91.3
528-14-9470,CUST834,3,95.865,Ewallet,457,4,1,91.3
528-14-9470,CUST834,3,95.865,Ewallet,929,4,1,91.3
807-34-3742,CUST836,0,54.999,Cash,909,6,1,52.38
807-34-3742,CUST836,0,54.999,Cash,993,6,1,52.38
807-34-3742,CUST836,0,54.999,Cash,292,6,1,52.38
291-59-1384,CUST842,2,63.315,Cash,587,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,18,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,306,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,479,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,51,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,901,6,1,60.3
291-59-1384,CUST842,2,63.315,Cash,956,6,1,60.3
896-34-0956,CUST845,0,22.386,Cash,162,6,1,21.32
585-90-0249,CUST847,1,76.923,Ewallet,544,6,1,73.26
585-90-0249,CUST847,1,76.923,Ewallet,149,6,1,73.26
585-90-0249,CUST847,1,76.923,Ewallet,330,6,1,73.26
585-90-0249,CUST847,1,76.923,Ewallet,105,6,1,73.26
585-90-0249,CUST847,1,76.923,Ewallet,69,6,1,73.26
862-29-5914,CUST848,0,23.499,Credit card,532,6,1,22.38
862-29-5914,CUST848,0,23.499,Credit card,928,6,1,22.38
862-29-5914,CUST848,0,23.499,Credit card,37,6,1,22.38
862-29-5914,CUST848,0,23.499,Credit card,843,6,1,22.38
862-29-5914,CUST848,0,23.499,Credit card,949,6,1,22.38
843-73-4724,CUST851,0,77.805,Cash,102,6,1,74.1
843-73-4724,CUST851,0,77.805,Cash,892,6,1,74.1
843-73-4724,CUST851,0,77.805,Cash,171,6,1,74.1
843-73-4724,CUST851,0,77.805,Cash,380,6,1,74.1
848-95-6252,CUST861,0,90.5835,Ewallet,633,6,1,86.27
848-95-6252,CUST861,0,90.5835,Ewallet,477,6,1,86.27
848-95-6252,CUST861,0,90.5835,Ewallet,86,6,1,86.27
848-95-6252,CUST861,0,90.5835,Ewallet,317,6,1,86.27
584-66-4073,CUST872,0,59.325,Ewallet,53,6,1,56.5
584-66-4073,CUST872,0,59.325,Ewallet,664,6,1,56.5
584-66-4073,CUST872,0,59.325,Ewallet,935,6,1,56.5
584-66-4073,CUST872,0,59.325,Ewallet,278,6,1,56.5
584-66-4073,CUST872,0,59.325,Ewallet,717,6,1,56.5
885-56-0389,CUST877,0,54.9675,Cash,932,6,1,52.35
885-56-0389,CUST877,0,54.9675,Cash,861,6,1,52.35
885-56-0389,CUST877,0,54.9675,Cash,354,6,1,52.35
608-05-3804,CUST878,1,41.7375,Cash,910,6,1,39.75
608-05-3804,CUST878,1,41.7375,Cash,154,6,1,39.75
608-05-3804,CUST878,1,41.7375,Cash,786,6,1,39.75
325-89-4209,CUST887,0,92.295,Ewallet,570,6,1,87.9
325-89-4209,CUST887,0,92.295,Ewallet,802,6,1,87.9
325-89-4209,CUST887,0,92.295,Ewallet,428,6,1,87.9
722-13-2115,CUST917,5,44.9925,Credit card,262,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,676,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,764,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,104,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,396,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,334,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,623,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,185,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,429,6,1,42.85
722-13-2115,CUST917,5,44.9925,Credit card,438,6,1,42.85
321-49-7382,CUST927,0,92.7255,Credit card,800,6,1,88.31
676-10-2200,CUST948,2,56.469,Ewallet,626,6,1,53.78
676-10-2200,CUST948,2,56.469,Ewallet,834,6,1,53.78
676-10-2200,CUST948,2,56.469,Ewallet,430,6,1,53.78
676-10-2200,CUST948,2,56.469,Ewallet,459,6,1,53.78
256-58-3609,CUST961,0,96.579,Cash,190,6,1,91.98
256-58-3609,CUST961,0,96.579,Cash,940,6,1,91.98
593-08-5916,CUST963,2,16.275,Credit card,613,6,1,15.5
593-08-5916,CUST963,2,16.275,Credit card,485,6,1,15.5
593-08-5916,CUST963,2,16.275,Credit card,885,6,1,15.5
156-20-0370,CUST979,0,26.7225,Credit card,860,6,1,25.45
156-20-0370,CUST979,0,26.7225,Credit card,533,6,1,25.45
156-20-0370,CUST979,0,26.7225,Credit card,142,6,1,25.45
151-33-7434,CUST980,0,71.1585,Credit card,324,6,1,67.77
151-33-7434,CUST980,0,71.1585,Credit card,349,6,1,67.77
652-49-6720,CUST995,3,63.9975,Ewallet,338,6,1,60.95
652-49-6720,CUST995,3,63.9975,Ewallet,335,6,1,60.95
652-49-6720,CUST995,3,63.9975,Ewallet,685,6,1,60.95
652-49-6720,CUST995,3,63.9975,Ewallet,33,6,1,60.95
652-49-6720,CUST995,3,63.9975,Ewallet,511,6,1,60.95
233-67-5758,CUST996,0,42.3675,Ewallet,709,6,1,40.35
233-67-5758,CUST996,0,42.3675,Ewallet,147,6,1,40.35
233-67-5758,CUST996,0,42.3675,Ewallet,982,6,1,40.35
233-67-5758,CUST996,0,42.3675,Ewallet,898,6,1,40.35
727-02-1313,CUST998,0,33.432,Cash,977,6,1,31.84
727-02-1313,CUST998,0,33.432,Cash,163,6,1,31.84
727-02-1313,CUST998,0,33.432,Cash,337,6,1,31.84
727-02-1313,CUST998,0,33.432,Cash,828,6,1,31.84
347-56-2442,CUST999,0,69.111,Cash,902,6,1,65.82
347-56-2442,CUST999,0,69.111,Cash,246,6,1,65.82
347-56-2442,CUST999,0,69.111,Cash,794,6,1,65.82
347-56-2442,CUST999,0,69.111,Cash,602,6,1,65.82
665-32-9167,CUST009,0,76.146,Credit card,604,1,2,36.26
665-32-9167,CUST009,0,76.146,Credit card,188,1,2,36.26
665-32-9167,CUST009,0,76.146,Credit card,189,1,2,36.26
319-50-3348,CUST020,1,84.63,Ewallet,867,1,2,40.3
319-50-3348,CUST020,1,84.63,Ewallet,753,1,2,40.3
319-50-3348,CUST020,1,84.63,Ewallet,360,1,2,40.3
319-50-3348,CUST020,1,84.63,Ewallet,974,1,2,40.3
273-16-6619,CUST023,0,69.72,Credit card,441,1,2,33.2
273-16-6619,CUST023,0,69.72,Credit card,773,1,2,33.2
273-16-6619,CUST023,0,69.72,Credit card,390,1,2,33.2
