Sale_ID,Date,Customer_ID,Total,Payment,Promotion_ID
805-86-0265,2019-11-08,CUST740,887.922,Cash,0
866-05-7563,2019-11-09,CUST247,256.41,Cash,0
340-66-0321,2019-11-09,CUST330,152.712,Cash,0
316-68-6352,2019-11-10,CUST294,76.356,Cash,0
280-17-4359,2019-02-28,CUST142,950.25,Cash,0
741-73-3559,2019-02-28,CUST429,353.1675,Cash,0
459-45-2396,2019-03-01,CUST915,313.74,Cash,1
608-05-3804,2019-03-01,CUST878,41.7375,Cash,1
234-36-2483,2019-11-12,CUST859,362.817,Cash,0
778-34-2523,2019-11-13,CUST815,408.408,Cash,0
354-25-5821,2019-11-14,CUST043,435.456,Cash,0
477-59-2456,2019-03-04,CUST817,333.984,Cash,1
110-48-7033,2019-11-15,CUST256,137.004,Cash,0
418-05-0656,2019-11-16,CUST721,187.866,Cash,0
740-11-5257,2019-11-16,CUST650,259.77,Cash,0
831-81-6575,2019-11-16,CUST805,714.3255,Cash,0
484-22-8230,2019-11-16,CUST605,381.3915,Cash,0
269-04-5750,2019-03-06,CUST234,310.044,Cash,1
173-57-2300,2019-11-17,CUST689,153.048,Cash,0
574-31-8277,2019-11-17,CUST648,35.3115,Cash,0
213-32-1216,2019-11-17,CUST550,416.178,Cash,0
778-89-7974,2019-11-18,CUST647,442.323,Cash,0
441-94-7118,2019-03-08,CUST347,75.5475,Cash,1
389-25-3394,2019-03-09,CUST223,62.0025,Cash,1
390-31-6381,2019-11-20,CUST581,85.743,Cash,0
529-56-3974,2019-03-10,CUST012,107.142,Cash,1
715-20-1673,2019-03-12,CUST894,148.995,Cash,1
539-21-7227,2019-03-14,CUST549,270.585,Cash,1
592-46-1692,2019-03-14,CUST724,270.2595,Cash,1
498-41-1961,2019-11-25,CUST286,350.07,Cash,0
853-23-2453,2019-03-15,CUST065,318.108,Cash,1
559-61-5987,2019-11-26,CUST809,18.6375,Cash,0
396-90-2219,2019-11-26,CUST305,125.664,Cash,0
849-09-3807,2019-03-16,CUST1000,649.299,Cash,1
447-15-7839,2019-03-16,CUST264,233.52,Cash,1
830-58-2383,2019-03-16,CUST606,133.35,Cash,1
848-42-2560,2019-03-16,CUST310,172.011,Cash,1
122-61-9553,2019-11-27,CUST367,484.974,Cash,0
401-18-8016,2019-03-17,CUST499,103.0365,Cash,1
237-44-6163,2019-11-28,CUST831,88.704,Cash,0
544-55-9589,2019-03-18,CUST873,225.015,Cash,1
740-22-2500,2019-11-29,CUST422,264.7575,Cash,4
551-21-3069,2019-03-19,CUST103,218.0115,Cash,1
891-01-7034,2019-11-30,CUST451,470.673,Cash,0
861-77-0145,2019-03-20,CUST110,860.685,Cash,1
372-62-5264,2019-03-22,CUST695,497.07,Cash,1
286-43-6208,2019-12-04,CUST193,829.71,Cash,0
387-49-4215,2019-12-04,CUST507,152.775,Cash,0
770-42-8960,2019-12-04,CUST857,177.408,Cash,0
674-56-6360,2019-03-24,CUST814,99.9075,Cash,1
360-39-5055,2019-03-24,CUST085,256.7775,Cash,1
162-65-8559,2019-12-06,CUST708,72.429,Cash,0
226-71-3580,2019-12-06,CUST288,224.4375,Cash,0
462-78-5240,2019-12-07,CUST382,55.881,Cash,0
198-84-7132,2019-12-08,CUST426,383.7645,Cash,0
537-72-0426,2019-03-28,CUST279,745.395,Cash,1
891-58-8335,2019-03-28,CUST215,217.6335,Cash,1
554-42-2417,2019-12-09,CUST358,1002.12,Cash,0
388-76-2555,2019-12-09,CUST768,86.247,Cash,0
362-58-8315,2019-03-29,CUST087,401.73,Cash,1
864-24-7918,2019-03-29,CUST798,257.145,Cash,1
166-19-2553,2019-03-29,CUST874,561.078,Cash,1
692-27-8933,2019-12-10,CUST338,365.085,Cash,0
241-72-9525,2019-03-31,CUST139,545.055,Cash,1
640-48-5028,2019-12-12,CUST705,835.2855,Cash,0
258-69-7810,2019-04-01,CUST599,193.4625,Cash,0
430-02-3888,2019-04-02,CUST958,289.926,Cash,0
733-01-9107,2019-12-15,CUST100,521.01,Cash,5
531-80-1784,2019-04-04,CUST349,191.247,Cash,0
725-32-9708,2019-04-04,CUST408,288.582,Cash,0
227-50-3718,2019-04-04,CUST590,76.755,Cash,0
560-30-5617,2019-12-16,CUST217,130.0425,Cash,5
676-39-6028,2019-12-16,CUST475,338.31,Cash,5
276-75-6884,2019-04-05,CUST824,216.4365,Cash,0
434-83-9547,2019-04-05,CUST182,323.148,Cash,0
189-98-2939,2019-12-17,CUST102,742.2975,Cash,5
191-10-6171,2019-12-17,CUST131,291.207,Cash,5
174-75-0888,2019-12-17,CUST561,203.931,Cash,5
733-33-4967,2019-04-06,CUST173,175.14,Cash,0
316-66-3011,2019-04-06,CUST860,450.1035,Cash,0
382-03-4532,2019-12-19,CUST070,19.2465,Cash,5
135-13-8269,2019-12-19,CUST626,165.648,Cash,5
531-56-4728,2019-12-19,CUST974,252.252,Cash,5
226-31-3081,2019-04-08,CUST002,80.22,Cash,0
452-04-8808,2019-04-08,CUST973,640.038,Cash,0
394-55-6384,2019-04-09,CUST691,663.2955,Cash,0
530-90-9855,2019-12-21,CUST246,399.756,Cash,5
622-20-1945,2019-04-10,CUST322,41.391,Cash,0
227-07-4446,2019-12-22,CUST315,820.365,Cash,5
406-46-7107,2019-04-11,CUST758,608.076,Cash,0
134-75-2619,2019-04-12,CUST555,142.002,Cash,0
593-95-4461,2019-12-24,CUST287,78.603,Cash,5
744-09-5786,2019-04-13,CUST452,138.663,Cash,0
563-47-4072,2019-04-13,CUST652,351.603,Cash,0
845-94-6841,2019-04-14,CUST849,688.716,Cash,0
220-68-6701,2019-12-26,CUST806,325.374,Cash,5
150-89-8043,2019-04-15,CUST345,140.6475,Cash,0
784-21-9238,2019-04-15,CUST823,10.6785,Cash,0
274-05-5470,2019-12-27,CUST678,308.574,Cash,5
148-41-7930,2019-12-27,CUST984,734.706,Cash,5
277-35-5865,2019-04-16,CUST612,935.2665,Cash,0
868-52-7573,2019-12-28,CUST383,523.3725,Cash,5
735-06-4124,2019-12-28,CUST303,51.0405,Cash,5
729-06-2010,2019-04-18,CUST704,760.4415,Cash,0
603-07-0961,2019-04-19,CUST318,392.6475,Cash,0
867-47-1948,2019-04-20,CUST959,165.9,Cash,0
689-05-1884,2020-01-01,CUST693,510.615,Cash,0
578-80-7669,2019-04-21,CUST360,78.7185,Cash,0
347-56-2442,2019-04-21,CUST999,69.111,Cash,0
749-81-8133,2020-01-03,CUST918,397.614,Cash,0
120-06-4233,2020-01-03,CUST060,192.843,Cash,0
633-91-1052,2019-04-23,CUST274,25.263,Cash,0
714-02-3114,2020-01-04,CUST665,207.48,Cash,0
725-96-3778,2020-01-04,CUST348,749.7,Cash,0
695-51-0018,2019-04-24,CUST133,146.328,Cash,0
542-41-0513,2020-01-05,CUST202,241.458,Cash,0
221-25-5073,2020-01-06,CUST977,313.572,Cash,0
490-29-1201,2019-04-26,CUST283,16.107,Cash,0
504-35-8843,2019-04-28,CUST089,44.5935,Cash,0
189-52-0236,2020-01-09,CUST514,731.6925,Cash,0
868-81-1752,2020-01-10,CUST331,208.089,Cash,0
617-15-4209,2019-04-30,CUST045,32.277,Cash,0
326-78-5178,2019-04-30,CUST051,671.79,Cash,0
760-54-1821,2020-01-11,CUST398,128.4255,Cash,0
649-29-6775,2020-01-11,CUST027,35.196,Cash,0
649-11-3678,2020-01-12,CUST321,216.6885,Cash,0
436-54-4512,2020-01-12,CUST622,96.1905,Cash,0
132-32-9879,2020-01-12,CUST046,394.632,Cash,0
885-56-0389,2019-05-02,CUST877,54.9675,Cash,0
767-54-1907,2019-05-02,CUST456,155.19,Cash,0
290-68-2984,2020-01-13,CUST254,99.75,Cash,0
489-64-4354,2020-01-13,CUST425,17.094,Cash,0
343-75-9322,2019-05-03,CUST833,99.54,Cash,0
130-98-8941,2020-01-14,CUST181,472.311,Cash,0
873-95-4984,2020-01-15,CUST343,565.215,Cash,0
212-62-1842,2020-01-15,CUST104,367.038,Cash,0
428-83-5800,2020-01-15,CUST317,66.402,Cash,0
200-40-6154,2020-01-16,CUST955,415.233,Cash,0
563-91-7120,2019-05-06,CUST324,324.2925,Cash,0
727-75-6477,2019-05-07,CUST297,121.128,Cash,0
725-54-0677,2019-05-07,CUST899,629.16,Cash,0
232-11-3025,2020-01-18,CUST069,827.085,Cash,0
566-71-1091,2020-01-18,CUST333,404.355,Cash,0
759-29-9521,2020-01-18,CUST804,462.672,Cash,0
807-34-3742,2020-01-19,CUST836,54.999,Cash,0
453-33-6436,2020-01-19,CUST913,782.208,Cash,0
409-49-6995,2019-05-09,CUST898,297.801,Cash,0
815-11-1168,2019-05-10,CUST327,523.845,Cash,0
865-41-9075,2020-01-21,CUST904,84.7455,Cash,0
217-58-1179,2019-05-11,CUST244,263.13,Cash,0
390-17-5806,2019-05-11,CUST746,40.341,Cash,0
613-59-9758,2020-01-22,CUST369,150.78,Cash,0
816-72-8853,2020-01-22,CUST659,146.6325,Cash,0
560-49-6611,2020-01-23,CUST593,47.859,Cash,0
256-58-3609,2019-05-13,CUST961,96.579,Cash,0
320-49-6392,2019-05-14,CUST355,31.752,Cash,0
571-94-0759,2019-05-14,CUST268,783.3,Cash,0
541-08-3113,2019-05-14,CUST481,554.148,Cash,0
796-12-2025,2019-05-15,CUST072,652.26,Cash,0
642-61-4706,2019-05-15,CUST672,196.14,Cash,0
554-53-3790,2019-05-15,CUST468,233.226,Cash,0
213-72-6612,2019-05-15,CUST225,90.825,Cash,0
895-03-6665,2020-01-26,CUST856,345.0195,Cash,0
639-76-1242,2020-01-26,CUST461,212.73,Cash,0
305-18-3552,2020-01-26,CUST484,633.99,Cash,0
786-94-2700,2019-05-16,CUST711,507.906,Cash,0
299-29-0180,2020-01-28,CUST730,383.523,Cash,0
400-89-4171,2019-05-18,CUST155,680.148,Cash,0
343-61-3544,2019-05-18,CUST572,280.035,Cash,0
450-28-2866,2019-05-21,CUST441,91.56,Cash,0
538-22-0304,2019-05-21,CUST829,681.975,Cash,0
565-67-6697,2020-02-01,CUST354,255.15,Cash,0
384-59-6655,2019-05-22,CUST960,932.337,Cash,0
711-31-1234,2020-02-02,CUST769,401.688,Cash,0
779-06-0012,2019-05-24,CUST300,93.0405,Cash,0
716-39-1409,2020-02-04,CUST105,223.0725,Cash,0
227-78-1148,2020-02-05,CUST113,535.374,Cash,0
278-97-7759,2020-02-05,CUST293,65.604,Cash,0
748-45-2862,2019-05-26,CUST858,118.902,Cash,0
354-39-5160,2019-05-26,CUST138,216.846,Cash,0
728-47-9078,2019-05-26,CUST981,250.278,Cash,0
272-27-9238,2020-02-06,CUST365,173.208,Cash,0
875-31-8302,2019-05-30,CUST778,98.049,Cash,0
131-70-8179,2020-02-10,CUST939,290.0835,Cash,0
541-89-9860,2019-05-31,CUST391,253.512,Cash,0
605-03-2706,2020-02-13,CUST969,49.77,Cash,0
848-24-9445,2020-02-14,CUST197,91.77,Cash,0
198-66-9832,2019-06-05,CUST557,151.284,Cash,2
732-04-5373,2019-06-06,CUST188,195.174,Cash,2
286-01-5402,2019-06-07,CUST307,295.6905,Cash,2
797-88-0493,2020-02-18,CUST579,269.934,Cash,0
796-32-9050,2019-06-09,CUST169,323.064,Cash,2
803-17-8013,2019-06-09,CUST308,745.836,Cash,2
420-18-8989,2019-06-09,CUST500,432.768,Cash,2
291-21-5991,2020-02-20,CUST509,321.7725,Cash,0
731-59-7531,2019-06-11,CUST474,609.588,Cash,2
399-46-5918,2019-06-12,CUST056,722.232,Cash,2
443-60-9639,2019-06-12,CUST797,63.9135,Cash,2
719-76-3868,2020-02-23,CUST328,395.892,Cash,0
630-74-5166,2020-02-24,CUST108,391.419,Cash,0
598-06-7312,2019-06-14,CUST625,95.9175,Cash,2
379-17-6588,2019-06-15,CUST589,625.905,Cash,2
877-22-3308,2019-06-16,CUST066,166.635,Cash,2
565-17-3836,2019-06-16,CUST285,200.214,Cash,2
809-46-1866,2019-06-17,CUST982,244.23,Cash,2
827-77-7633,2019-06-17,CUST530,926.9505,Cash,2
145-94-9061,2019-06-20,CUST029,463.89,Cash,2
291-59-1384,2019-06-21,CUST842,63.315,Cash,2
702-83-5291,2020-03-03,CUST942,943.299,Cash,0
742-04-5161,2019-06-24,CUST653,764.19,Cash,2
279-62-1445,2019-06-24,CUST224,13.167,Cash,2
418-02-5978,2019-06-26,CUST233,794.6505,Cash,2
118-62-1812,2019-06-27,CUST906,329.196,Cash,2
458-61-0011,2019-06-27,CUST577,253.26,Cash,2
246-11-3901,2019-06-29,CUST482,344.4,Cash,2
526-86-8552,2019-06-29,CUST277,229.11,Cash,2
689-16-9784,2019-07-01,CUST387,294.651,Cash,0
802-70-5316,2019-07-01,CUST132,580.419,Cash,0
554-53-8700,2019-07-02,CUST042,117.831,Cash,0
556-72-8512,2019-07-02,CUST489,24.108,Cash,0
717-96-4189,2019-07-04,CUST916,223.587,Cash,0
426-39-2418,2019-07-04,CUST203,451.3635,Cash,0
862-59-8517,2019-07-04,CUST498,568.512,Cash,0
789-23-8625,2019-07-04,CUST613,293.643,Cash,0
189-40-5216,2019-07-07,CUST985,708.3195,Cash,0
361-85-2571,2019-07-07,CUST938,469.77,Cash,0
848-62-7243,2019-07-07,CUST030,235.2105,Cash,0
733-29-1227,2020-03-19,CUST741,408.7335,Cash,0
382-25-8917,2019-07-08,CUST374,265.104,Cash,0
187-83-5490,2019-07-08,CUST455,87.234,Cash,0
333-23-2632,2019-07-08,CUST945,74.088,Cash,0
640-49-2076,2019-07-10,CUST033,703.752,Cash,0
173-82-9529,2019-07-16,CUST392,398.475,Cash,0
102-06-2002,2019-07-18,CUST779,132.5625,Cash,0
322-02-2271,2019-07-19,CUST661,135.3555,Cash,0
677-11-0152,2019-07-20,CUST212,881.307,Cash,0
628-90-8624,2019-07-21,CUST628,867.09,Cash,0
319-74-2561,2019-07-22,CUST218,298.116,Cash,0
629-42-4133,2019-07-23,CUST781,183.12,Cash,0
314-23-4520,2019-07-25,CUST750,597.0405,Cash,0
843-73-4724,2019-07-26,CUST851,77.805,Cash,0
556-97-7101,2019-07-26,CUST497,132.762,Cash,0
163-56-7055,2019-07-27,CUST101,51.1455,Cash,0
282-35-2475,2019-07-27,CUST504,195.951,Cash,0
871-39-9221,2019-07-27,CUST098,78.435,Cash,0
364-34-2972,2019-07-28,CUST964,304.983,Cash,0
289-65-5721,2019-07-29,CUST231,170.877,Cash,0
744-82-9138,2019-08-01,CUST975,180.873,Cash,3
106-35-6779,2019-08-03,CUST057,93.114,Cash,3
305-03-2383,2019-08-03,CUST690,211.365,Cash,3
318-68-5053,2019-08-13,CUST090,485.037,Cash,3
279-74-2924,2019-08-15,CUST157,75.7785,Cash,3
269-10-8440,2019-08-16,CUST427,390.7995,Cash,3
834-61-8124,2019-08-19,CUST352,379.9215,Cash,3
233-34-0817,2019-08-20,CUST470,103.782,Cash,3
451-28-5717,2019-08-21,CUST522,523.971,Cash,3
301-11-9629,2019-08-21,CUST445,140.385,Cash,3
149-14-0304,2019-08-22,CUST726,239.4,Cash,3
514-37-2845,2019-08-22,CUST565,208.425,Cash,3
196-01-2849,2019-08-22,CUST694,539.343,Cash,3
556-86-3144,2019-08-23,CUST196,78.0045,Cash,3
257-60-7754,2019-08-25,CUST808,210.966,Cash,3
829-34-3910,2019-08-25,CUST015,749.49,Cash,3
338-65-2210,2019-08-28,CUST143,720.3,Cash,3
114-35-5271,2019-08-29,CUST892,486.444,Cash,3
278-86-2735,2019-08-30,CUST587,164.871,Cash,3
132-23-6451,2019-09-02,CUST413,110.0925,Cash,0
327-40-9673,2019-09-04,CUST617,457.38,Cash,0
460-93-5834,2019-09-04,CUST886,335.013,Cash,0
211-05-0490,2019-09-06,CUST296,272.58,Cash,0
528-87-5606,2019-09-06,CUST681,41.454,Cash,0
174-36-3675,2019-09-08,CUST316,208.677,Cash,0
777-82-7220,2019-09-09,CUST040,253.008,Cash,0
582-52-8065,2019-09-11,CUST552,513.2295,Cash,0
896-34-0956,2019-09-12,CUST845,22.386,Cash,0
181-82-6255,2019-09-13,CUST922,103.131,Cash,0
632-32-4574,2019-09-13,CUST496,637.728,Cash,0
186-79-9562,2019-09-16,CUST706,527.5095,Cash,0
325-90-8763,2019-09-16,CUST459,488.985,Cash,0
859-71-0933,2019-09-16,CUST649,32.529,Cash,0
346-84-3103,2019-09-17,CUST239,69.405,Cash,0
468-99-7231,2019-09-17,CUST784,369.684,Cash,0
588-01-7461,2019-09-18,CUST109,321.111,Cash,0
704-11-6354,2019-09-19,CUST255,494.76,Cash,0
886-54-6089,2019-09-20,CUST770,72.009,Cash,0
133-14-7229,2019-01-09,CUST524,132.027,Cash,0
605-72-4132,2019-09-22,CUST362,793.548,Cash,0
430-60-3493,2019-09-22,CUST290,697.368,Cash,0
497-36-0989,2019-09-24,CUST841,163.611,Cash,0
648-83-1321,2019-09-24,CUST688,667.38,Cash,0
201-86-2184,2019-09-26,CUST371,193.011,Cash,0
678-79-0726,2019-09-26,CUST722,856.4535,Cash,0
636-17-0325,2019-09-27,CUST832,262.794,Cash,0
566-19-5475,2019-09-29,CUST276,352.5795,Cash,0
468-88-0009,2019-09-30,CUST368,276.948,Cash,0
756-01-7507,2019-09-30,CUST080,106.995,Cash,0
727-02-1313,2019-10-01,CUST998,33.432,Cash,0
533-66-5566,2019-01-19,CUST864,375.3645,Cash,0
149-71-6266,2019-10-03,CUST032,737.7615,Cash,0
242-11-3142,2019-10-05,CUST676,175.917,Cash,0
228-96-1411,2019-10-05,CUST044,829.08,Cash,0
320-32-8842,2019-10-05,CUST464,23.751,Cash,0
305-89-2768,2019-01-26,CUST952,68.985,Ewallet,0
809-69-9497,2019-10-10,CUST943,479.64,Ewallet,0
777-67-2495,2019-10-12,CUST919,217.2555,Ewallet,0
783-09-1637,2019-10-14,CUST271,354.0075,Ewallet,0
181-94-6432,2019-10-14,CUST312,145.593,Ewallet,0
283-26-5248,2019-10-15,CUST558,1034.46,Ewallet,0
249-42-3782,2019-10-16,CUST171,367.5525,Ewallet,0
478-06-7835,2019-02-03,CUST240,94.1745,Ewallet,0
642-32-2990,2019-10-17,CUST119,115.08,Ewallet,0
123-19-1176,2019-02-05,CUST004,489.048,Ewallet,0
838-78-4295,2019-10-20,CUST067,70.287,Ewallet,0
149-15-7606,2019-10-20,CUST654,352.674,Ewallet,0
787-15-1757,2019-10-23,CUST320,185.094,Ewallet,0
645-44-1170,2019-02-10,CUST114,548.7615,Ewallet,0
135-84-8019,2019-10-24,CUST346,736.4385,Ewallet,0
411-77-0180,2019-10-25,CUST306,530.67,Ewallet,0
608-04-3797,2019-10-25,CUST493,212.688,Ewallet,0
645-78-8093,2019-02-12,CUST236,195.594,Ewallet,0
425-85-2085,2019-10-30,CUST517,288.015,Ewallet,0
647-50-1224,2019-10-30,CUST547,308.91,Ewallet,0
604-70-6476,2019-02-17,CUST248,94.185,Ewallet,0
334-64-2006,2019-10-31,CUST600,147.672,Ewallet,0
690-01-6631,2019-10-31,CUST994,183.645,Ewallet,0
316-01-3952,2019-10-31,CUST397,284.9175,Ewallet,0
749-24-1565,2019-02-18,CUST206,217.6335,Ewallet,0
588-47-8641,2019-11-01,CUST671,588.42,Ewallet,0
271-77-8740,2019-11-02,CUST840,184.086,Ewallet,0
595-86-2894,2019-11-02,CUST379,407.316,Ewallet,0
458-10-8612,2019-02-20,CUST934,470.988,Ewallet,0
414-12-7047,2019-02-20,CUST175,166.236,Ewallet,0
445-30-9252,2019-02-21,CUST710,80.955,Ewallet,0
584-66-4073,2019-11-04,CUST872,59.325,Ewallet,0
369-82-2676,2019-11-06,CUST651,397.215,Ewallet,0
866-70-2814,2019-11-08,CUST854,554.295,Ewallet,0
236-86-3015,2019-02-26,CUST403,14.679,Ewallet,0
325-89-4209,2019-11-09,CUST887,92.295,Ewallet,0
641-43-2399,2019-11-10,CUST194,107.31,Ewallet,0
497-37-6538,2019-02-28,CUST790,432.9885,Ewallet,0
658-66-3967,2019-03-01,CUST853,390.9465,Ewallet,1
235-06-8510,2019-11-13,CUST936,270.018,Ewallet,0
699-14-3026,2019-11-14,CUST006,627.6165,Ewallet,0
825-94-5922,2019-03-04,CUST930,53.151,Ewallet,1
160-22-2687,2019-03-04,CUST855,503.7375,Ewallet,1
848-07-1692,2019-03-04,CUST419,120.162,Ewallet,1
499-27-7781,2019-11-15,CUST816,446.964,Ewallet,0
743-88-1662,2019-03-08,CUST378,701.8515,Ewallet,1
176-78-1170,2019-03-08,CUST866,106.5015,Ewallet,1
137-63-5492,2019-03-08,CUST738,616.98,Ewallet,1
795-49-7276,2019-11-19,CUST488,156.03,Ewallet,0
840-19-2096,2019-11-19,CUST618,461.5275,Ewallet,0
585-90-0249,2019-03-10,CUST847,76.923,Ewallet,1
394-41-0748,2019-03-10,CUST389,510.9615,Ewallet,1
659-65-8956,2019-03-10,CUST118,53.928,Ewallet,1
832-51-6761,2019-11-21,CUST818,284.592,Ewallet,0
438-23-1242,2019-03-11,CUST734,557.718,Ewallet,1
372-26-1506,2019-03-11,CUST410,125.055,Ewallet,1
183-21-3799,2019-03-12,CUST713,733.6035,Ewallet,1
272-65-1806,2019-03-12,CUST038,575.316,Ewallet,1
576-31-4774,2019-03-12,CUST673,231.2415,Ewallet,1
490-95-0021,2019-03-12,CUST881,348.705,Ewallet,1
280-35-5823,2019-11-25,CUST041,91.056,Ewallet,0
220-28-1851,2019-11-26,CUST519,72.933,Ewallet,0
880-35-0356,2019-03-16,CUST594,236.88,Ewallet,1
756-49-0168,2019-11-27,CUST733,20.685,Ewallet,0
226-34-0034,2019-03-17,CUST926,57.876,Ewallet,1
750-67-8428,2019-03-17,CUST001,548.9715,Ewallet,1
416-13-5917,2019-03-17,CUST344,509.4075,Ewallet,1
840-76-5966,2019-03-18,CUST862,26.796,Ewallet,1
105-10-6182,2019-11-29,CUST684,45.108,Ewallet,4
562-12-5430,2019-11-29,CUST658,277.6725,Ewallet,4
695-28-6250,2019-11-30,CUST588,226.065,Ewallet,0
826-58-8051,2019-11-30,CUST698,261.198,Ewallet,0
250-17-5703,2019-12-01,CUST759,197.925,Ewallet,0
856-66-2701,2019-12-01,CUST629,167.895,Ewallet,0
183-56-6882,2019-12-02,CUST035,417.564,Ewallet,0
730-70-9830,2019-03-22,CUST373,441.693,Ewallet,1
370-96-0655,2019-03-22,CUST683,310.716,Ewallet,1
420-04-7590,2019-12-03,CUST634,314.055,Ewallet,0
433-08-7822,2019-12-04,CUST937,579.8415,Ewallet,0
319-50-3348,2019-03-24,CUST020,84.63,Ewallet,1
712-39-0363,2019-03-24,CUST559,262.458,Ewallet,1
219-61-4139,2019-12-05,CUST601,87.234,Ewallet,0
375-72-3056,2019-03-25,CUST585,198.639,Ewallet,1
895-66-0685,2019-12-06,CUST186,56.952,Ewallet,0
568-88-3448,2019-12-06,CUST454,26.25,Ewallet,0
729-09-9681,2019-03-26,CUST258,163.233,Ewallet,1
214-17-6927,2019-12-07,CUST154,103.824,Ewallet,0
667-23-5919,2019-12-08,CUST376,507.675,Ewallet,0
291-32-1427,2019-12-08,CUST117,115.185,Ewallet,0
427-45-9297,2019-12-09,CUST835,299.3655,Ewallet,0
509-29-3912,2019-03-29,CUST616,365.904,Ewallet,1
266-20-6657,2019-03-30,CUST692,404.544,Ewallet,1
852-82-2749,2019-12-11,CUST870,271.278,Ewallet,0
663-86-9076,2019-03-31,CUST129,575.736,Ewallet,1
373-73-7910,2019-03-31,CUST005,634.3785,Ewallet,1
232-16-2483,2019-03-31,CUST036,71.526,Ewallet,1
847-38-7188,2019-12-12,CUST082,304.542,Ewallet,0
268-27-6179,2019-12-12,CUST125,474.348,Ewallet,0
730-50-9884,2019-12-12,CUST086,610.491,Ewallet,0
134-54-4720,2019-12-13,CUST563,356.328,Ewallet,0
701-23-5550,2019-12-13,CUST546,163.002,Ewallet,0
408-66-6712,2019-04-02,CUST669,300.573,Ewallet,0
558-60-5016,2019-04-02,CUST967,314.685,Ewallet,0
641-96-3695,2019-12-14,CUST620,273.798,Ewallet,0
189-55-2313,2019-04-03,CUST810,652.89,Ewallet,0
207-73-1363,2019-04-03,CUST580,145.971,Ewallet,0
775-72-1988,2019-04-04,CUST754,384.72,Ewallet,0
287-83-1405,2019-04-04,CUST531,160.209,Ewallet,0
595-27-4851,2019-12-16,CUST513,398.958,Ewallet,5
704-48-3927,2019-04-05,CUST106,931.035,Ewallet,0
101-81-4070,2019-04-06,CUST868,131.922,Ewallet,0
848-95-6252,2019-04-06,CUST861,90.5835,Ewallet,0
239-48-4278,2019-12-18,CUST573,74.4555,Ewallet,5
130-67-4723,2019-12-18,CUST680,305.55,Ewallet,5
252-56-2699,2019-12-18,CUST014,453.495,Ewallet,5
751-41-9720,2019-04-07,CUST700,1023.75,Ewallet,0
575-67-1508,2019-04-07,CUST480,40.53,Ewallet,0
747-58-7183,2019-12-19,CUST551,180.4005,Ewallet,5
372-94-8041,2019-12-20,CUST323,96.138,Ewallet,5
154-74-7179,2019-12-20,CUST265,57.1725,Ewallet,5
509-10-0516,2019-12-20,CUST902,193.074,Ewallet,5
587-73-4862,2019-04-09,CUST764,56.1225,Ewallet,0
803-83-5989,2019-12-21,CUST062,351.099,Ewallet,5
850-41-9669,2019-04-10,CUST261,709.317,Ewallet,0
